기준연월,사용본거지시읍면동_행정동기준,차명,연료,최초등록일,현소유자의출생년도
2015-12,서울특별시 강서구 공항동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-04-10,
2015-12,서울특별시 강서구 공항동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-06-01,
2015-12,서울특별시 강서구 공항동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-06-15,
2015-12,서울특별시 강서구 공항동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-02-04,
2015-12,서울특별시 강서구 공항동,레이 전기차,전기,2013-01-07,
2015-12,서울특별시 강서구 공항동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-02-02,1975
2015-12,서울특별시 강서구 공항동,알페온 2.4 하이브리드,하이브리드(휘발유+전기),2012-02-22,
2015-12,서울특별시 성북구 돈암2동,렉서스 CT200h,하이브리드(휘발유+전기),2012-06-29,1980
2015-12,서울특별시 성북구 돈암2동,K7 하이브리드,하이브리드(휘발유+전기),2014-11-18,1956
2015-12,서울특별시 성북구 돈암2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-08-04,1962
2015-12,서울특별시 성북구 동선동,토요타 PRIUS,하이브리드(휘발유+전기),2010-08-09,1972
2015-12,서울특별시 성북구 보문동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-10-05,1953
2015-12,서울특별시 성북구 보문동,K5 하이브리드,하이브리드(휘발유+전기),2013-04-23,1972
2015-12,서울특별시 성북구 삼선동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-02-05,1974
2015-12,서울특별시 성북구 삼선동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-08-13,1981
2015-12,서울특별시 성북구 삼선동,렉서스 ES300h,하이브리드(휘발유+전기),2013-02-28,1971
2015-12,서울특별시 성북구 삼선동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2010-11-25,1956
2015-12,서울특별시 성북구 석관동,렉서스 ES300h,하이브리드(휘발유+전기),2015-06-11,1976
2015-12,서울특별시 성북구 석관동,토요타 PRIUS,하이브리드(휘발유+전기),2010-12-16,1947
2015-12,서울특별시 성북구 석관동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-08-24,1942
2015-12,서울특별시 성북구 석관동,K5 하이브리드,하이브리드(휘발유+전기),2013-10-08,1974
2015-12,서울특별시 성북구 성북동,프라이드 하이브리드,하이브리드(휘발유+전기),2007-09-28,1955
2015-12,서울특별시 성북구 성북동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-10-04,1958
2015-12,서울특별시 성북구 성북동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-11-06,1966
2015-12,서울특별시 양천구 신정4동,토요타 PRIUS,하이브리드(휘발유+전기),2011-03-23,1966
2015-12,서울특별시 양천구 신정4동,K7 하이브리드,하이브리드(휘발유+전기),2015-10-16,1962
2015-12,서울특별시 양천구 신정4동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-05-11,1959
2015-12,서울특별시 양천구 신정4동,토요타 PRIUS,하이브리드(휘발유+전기),2014-03-19,1979
2015-12,서울특별시 양천구 신정6동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-01-06,1965
2015-12,서울특별시 양천구 신정6동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2011-03-04,
2015-12,서울특별시 양천구 신정6동,토요타 Camry Hybrid LE,하이브리드(휘발유+전기),2015-11-05,1981
2015-12,서울특별시 양천구 신정6동,K5 하이브리드,하이브리드(휘발유+전기),2011-09-07,1974
2015-12,서울특별시 양천구 신정6동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-12-10,1956
2015-12,서울특별시 양천구 신정6동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-02-10,1977
2015-12,서울특별시 양천구 신정6동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2015-11-17,1983
2015-12,서울특별시 양천구 신정7동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-29,1984
2015-12,서울특별시 양천구 신정7동,토요타 PRIUS,하이브리드(휘발유+전기),2009-10-21,
2015-12,서울특별시 양천구 신정7동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-10-28,1968
2015-12,서울특별시 양천구 신정7동,포르테 하이브리드,하이브리드(LPG+전기),2009-11-12,1968
2015-12,서울특별시 양천구 신정7동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-10-25,1970
2015-12,서울특별시 양천구 신정7동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-03-28,1969
2015-12,서울특별시 성동구 금호2.3가동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-08-18,1962
2015-12,서울특별시 성동구 금호2.3가동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2013-04-16,1971
2015-12,서울특별시 성동구 금호4가동,렉서스 ES300h,하이브리드(휘발유+전기),2015-07-15,1979
2015-12,서울특별시 성동구 금호4가동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-12-13,1975
2015-12,서울특별시 성동구 금호4가동,토요타 PRIUS,하이브리드(휘발유+전기),2010-10-11,1970
2015-12,서울특별시 성동구 마장동,아반떼 하이브리드(AVANTE HYB,하이브리드(LPG+전기),2009-08-31,1985
2015-12,서울특별시 성동구 마장동,K5 하이브리드,하이브리드(휘발유+전기),2013-08-21,1983
2015-12,서울특별시 성동구 마장동,베르나 하이브리드(VERNA),하이브리드(휘발유+전기),2008-03-14,
2015-12,서울특별시 성동구 마장동,토요타 PRIUS,하이브리드(휘발유+전기),2012-04-04,1985
2015-12,서울특별시 성동구 마장동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-11-27,1976
2015-12,서울특별시 성동구 사근동,렉서스 ES300h,하이브리드(휘발유+전기),2015-05-14,1955
2015-12,서울특별시 성동구 성수1가1동,프라이드하이브리드,하이브리드(휘발유+전기),2005-12-07,
2015-12,서울특별시 성동구 성수1가1동,렉서스 CT200h,하이브리드(휘발유+전기),2015-09-03,1982
2015-12,서울특별시 성동구 성수1가1동,토요타 Camry Hybrid,하이브리드(휘발유+전기),2014-12-30,1974
2015-12,서울특별시 성동구 성수1가1동,렉서스 RX450h,하이브리드(휘발유+전기),2012-07-05,
2015-12,서울특별시 성동구 성수1가1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-05-03,1957
2015-12,서울특별시 성동구 성수1가1동,SM3 Z.E.,전기,2015-08-24,
2015-12,서울특별시 성동구 성수1가2동,알페온 2.4 하이브리드,하이브리드(휘발유+전기),2012-02-13,1982
2015-12,서울특별시 성동구 마장동,베르나하이브리드(VERNA),하이브리드(휘발유+전기),2005-12-09,
2015-12,서울특별시 성동구 마장동,토요타 PRIUS,하이브리드(휘발유+전기),2013-05-14,1980
2015-12,서울특별시 성동구 마장동,베르나 하이브리드(VERNA),하이브리드(휘발유+전기),2008-03-14,
2015-12,서울특별시 성동구 마장동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-03-19,1953
2015-12,서울특별시 성동구 마장동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-06-07,1961
2015-12,서울특별시 성동구 사근동,K5 하이브리드,하이브리드(휘발유+전기),2012-02-08,1982
2015-12,서울특별시 성동구 사근동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-07-02,1964
2015-12,서울특별시 성동구 성수1가1동,토요타 PRIUS,하이브리드(휘발유+전기),2014-11-20,
2015-12,서울특별시 성동구 성수1가1동,토요타 PRIUS,하이브리드(휘발유+전기),2012-01-09,1969
2015-12,서울특별시 성동구 성수1가1동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-10-05,
2015-12,서울특별시 성동구 성수1가1동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2010-03-15,1969
2015-12,서울특별시 성동구 성수1가1동,씨티앤티 이존(e-ZONE),전기,2010-07-01,1958
2015-12,서울특별시 성동구 성수1가2동,렉서스 CT200h,하이브리드(휘발유+전기),2011-11-30,1979
2015-12,서울특별시 성동구 성수1가2동,K7 하이브리드,하이브리드(휘발유+전기),2014-10-15,1983
2015-12,서울특별시 성동구 성수1가2동,렉서스 CT200h,하이브리드(휘발유+전기),2011-09-16,1983
2015-12,서울특별시 성동구 성수2가1동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-08-25,
2015-12,서울특별시 성동구 성수2가1동,포르테 하이브리드,하이브리드(LPG+전기),2012-03-26,
2015-12,서울특별시 성동구 왕십리2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-10-06,1969
2015-12,서울특별시 성동구 왕십리2동,렉서스 ES300h,하이브리드(휘발유+전기),2013-11-21,1973
2015-12,서울특별시 성동구 왕십리도선동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-09-19,1953
2015-12,서울특별시 성동구 왕십리도선동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-03-15,1943
2015-12,서울특별시 성동구 왕십리도선동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-04,1986
2015-12,서울특별시 성동구 왕십리도선동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-12-15,1964
2015-12,서울특별시 성동구 용답동,K5 하이브리드,하이브리드(휘발유+전기),2014-03-13,1971
2015-12,서울특별시 성동구 용답동,토요타 PRIUS,하이브리드(휘발유+전기),2011-11-25,1981
2015-12,서울특별시 성동구 용답동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-02-20,
2015-12,서울특별시 성동구 용답동,렉서스 CT200h,하이브리드(휘발유+전기),2013-04-29,
2015-12,서울특별시 성동구 응봉동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-08-25,1982
2015-12,서울특별시 성동구 응봉동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-04-10,1968
2015-12,서울특별시 성동구 응봉동,K5 하이브리드,하이브리드(휘발유+전기),2011-10-04,1967
2015-12,서울특별시 성동구 응봉동,CIVIC HYBRID,하이브리드(휘발유+전기),2008-06-19,1970
2015-12,서울특별시 성동구 행당1동,K5 하이브리드,하이브리드(휘발유+전기),2013-08-16,1963
2015-12,서울특별시 성동구 행당1동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-06-16,1980
2015-12,서울특별시 성동구 행당2동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-10-01,1960
2015-12,서울특별시 강남구 대치1동,토요타 PRIUS,하이브리드(휘발유+전기),2009-11-30,1967
2015-12,서울특별시 강남구 대치1동,렉서스 ES300h,하이브리드(휘발유+전기),2015-11-16,1953
2015-12,서울특별시 강남구 대치1동,렉서스 NX300h,하이브리드(휘발유+전기),2014-10-07,
2015-12,서울특별시 강남구 대치1동,K5 하이브리드,하이브리드(휘발유+전기),2013-06-12,1972
2015-12,서울특별시 강남구 대치1동,렉서스 ES300h,하이브리드(휘발유+전기),2014-06-26,
2015-12,서울특별시 강남구 대치2동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-06-29,1955
2015-12,서울특별시 강남구 대치2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-07-16,1956
2015-12,서울특별시 강남구 대치2동,렉서스 ES300h,하이브리드(휘발유+전기),2014-06-30,1977
2015-12,서울특별시 강남구 대치2동,토요타 CAMRY Hybrid,하이브리드(휘발유+전기),2012-12-14,1958
2015-12,서울특별시 강남구 대치2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2014-04-28,1972
2015-12,서울특별시 강남구 대치2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-01-05,1966
2015-12,서울특별시 강남구 대치2동,도요타 하이랜더 하이브리드,하이브리드(휘발유+전기),2008-07-24,1974
2015-12,서울특별시 강남구 대치2동,INSIGHT,하이브리드(휘발유+전기),2011-07-14,1970
2015-12,서울특별시 강남구 대치2동,렉서스 ES300h,하이브리드(휘발유+전기),2015-12-28,1956
2015-12,서울특별시 강남구 대치2동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-10-06,1969
2015-12,서울특별시 강남구 대치2동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-18,1951
2015-12,서울특별시 강남구 대치2동,그랜저(GRANDEUR) 하이브리드,하이브리드(휘발유+전기),2015-01-20,1971
2015-12,서울특별시 강남구 대치4동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2014-02-13,
2015-12,서울특별시 양천구 신정4동,HONDA CR-Z,하이브리드(휘발유+전기),2013-12-10,1987
2015-12,서울특별시 양천구 신정4동,K5 하이브리드,하이브리드(휘발유+전기),2012-10-26,1982
2015-12,서울특별시 양천구 신정6동,베르나하이브리드(VERNA),하이브리드(휘발유+전기),2005-12-09,
2015-12,서울특별시 양천구 신정6동,렉서스 ES300h,하이브리드(휘발유+전기),2015-10-23,1965
2015-12,서울특별시 양천구 신정6동,렉서스 LS600hL,하이브리드(휘발유+전기),2010-12-31,1957
2015-12,서울특별시 양천구 신정6동,토요타 PRIUS,하이브리드(휘발유+전기),2013-08-29,1971
2015-12,서울특별시 양천구 신정6동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2011-06-24,1982
2015-12,서울특별시 양천구 신정6동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-09-02,1971
2015-12,서울특별시 양천구 신정6동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-08-29,1956
2015-12,서울특별시 양천구 신정7동,그랜저 하이브리드 (GRANDEUR ,하이브리드(휘발유+전기),2015-08-19,1955
2015-12,서울특별시 양천구 신정7동,렉서스 ES300h,하이브리드(휘발유+전기),2013-02-25,1961
2015-12,서울특별시 양천구 신정7동,쏘나타 (SONATA) 하이브리드,하이브리드(휘발유+전기),2012-07-24,1961
2015-12,서울특별시 양천구 신정7동,TOYOTA PRIUS V,하이브리드(휘발유+전기),2015-10-22,1969
2015-12,서울특별시 양천구 신정7동,베르나 하이브리드(VERNA),하이브리드(휘발유+전기),2008-09-12,
2015-12,서울특별시 양천구 신정7동,렉서스 ES300h,하이브리드(휘발유+전기),2014-07-21,1983
2015-12,서울특별시 양천구 신정7동,렉서스 ES300h,하이브리드(휘발유+전기),2015-07-03,1962
2015-12,서울특별시 영등포구 당산1동,쏘나타(SONATA) 하이브리드,하이브리드(휘발유+전기),2013-04-01,1986
2015-12,서울특별시 강서구 공항동,SM3 Z.E.,전기,2015-12-24,
2015-12,서울특별시 강서구 등촌1동,토요타 PRIUS,하이브리드(휘발유+전기),2010-01-12,1979
2015-12,서울특별시 강서구 등촌1동,토요타 PRIUS,하이브리드(휘발유+전기),2013-08-07,
2015-12,서울특별시 강서구 등촌1동,프라이드 하이브리드,하이브리드(휘발유+전기),2008-03-28,
2015-12,서울특별시 강서구 등촌1동,렉서스 CT200h,하이브리드(휘발유+전기),2011-04-05,
2015-12,서울특별시 강서구 등촌1동,쏘나타 하이브리드(SONATA HYB,하이브리드(휘발유+전기),2015-05-20,1959
2015-12,서울특별시 강서구 등촌1동,포르테 하이브리드,하이브리드(LPG+전기),2012-03-19,
