"","hotel","is_canceled","lead_time","arrival_date_year","arrival_date_month","arrival_date_week_number","arrival_date_day_of_month","stays_in_weekend_nights","stays_in_week_nights","adults","children","babies","meal","country","market_segment","distribution_channel","is_repeated_guest","previous_cancellations","previous_bookings_not_canceled","reserved_room_type","assigned_room_type","booking_changes","deposit_type","agent","company","days_in_waiting_list","customer_type","adr","required_car_parking_spaces","total_of_special_requests","reservation_status","reservation_status_date"
"15092","Resort Hotel",0,0,2015,"December",49,1,0,1,1,0,0,"HB","PRT","Complementary","Direct",1,0,1,"A","D",1,"No Deposit","NULL","NULL",0,"Transient",0,1,0,"Check-Out","2015-12-02"
"15120","Resort Hotel",0,1,2015,"August",33,14,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,2,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",140,1,2,"Check-Out","2015-08-15"
"15121","Resort Hotel",0,29,2015,"August",33,15,4,8,2,0,0,"HB","PRT","Direct","Direct",1,0,2,"E","E",5,"No Deposit","NULL","NULL",0,"Transient",140,1,2,"Check-Out","2015-08-27"
"15122","Resort Hotel",0,11,2016,"February",6,5,2,2,2,0,0,"HB","PRT","Direct","Direct",1,0,4,"E","E",1,"No Deposit","250","NULL",0,"Transient",93,1,4,"Check-Out","2016-02-09"
"15123","Resort Hotel",0,23,2016,"March",13,24,1,3,2,0,0,"HB","PRT","Direct","Direct",1,1,5,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",98.5,1,4,"Check-Out","2016-03-28"
"15124","Resort Hotel",0,5,2016,"June",23,1,0,3,2,0,0,"HB","PRT","Direct","Direct",1,1,6,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",115,1,4,"Check-Out","2016-06-04"
"15125","Resort Hotel",1,127,2016,"July",28,7,2,8,2,0,0,"HB","PRT","Direct","Direct",1,1,7,"E","E",0,"No Deposit","250","NULL",0,"Transient",112.5,0,4,"Canceled","2016-03-02"
"15126","Resort Hotel",0,128,2016,"July",28,7,3,8,2,0,0,"HB","PRT","Direct","Direct",1,1,7,"E","E",1,"No Deposit","NULL","NULL",0,"Transient",112.5,1,4,"Check-Out","2016-07-18"
"15127","Resort Hotel",0,157,2016,"August",33,12,4,9,2,0,0,"HB","PRT","Direct","Direct",1,1,8,"E","E",2,"No Deposit","NULL","NULL",0,"Transient",147,1,4,"Check-Out","2016-08-25"
"15128","Resort Hotel",0,3,2016,"November",45,3,0,3,2,0,0,"HB","PRT","Direct","Direct",1,1,9,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",95,1,4,"Check-Out","2016-11-06"
"15129","Resort Hotel",0,46,2017,"February",8,24,2,2,2,0,0,"HB","PRT","Direct","Direct",1,1,10,"E","E",1,"No Deposit","NULL","NULL",0,"Transient",91.35,1,4,"Check-Out","2017-02-28"
"15130","Resort Hotel",0,29,2017,"April",15,13,0,3,2,0,0,"HB","PRT","Direct","Direct",1,1,11,"E","E",1,"No Deposit","NULL","NULL",8,"Transient",126.5,1,4,"Check-Out","2017-04-16"
"15131","Resort Hotel",0,108,2017,"July",28,9,4,10,2,0,0,"HB","PRT","Direct","Direct",1,1,12,"E","E",1,"No Deposit","NULL","NULL",0,"Transient",143.5,1,4,"Check-Out","2017-07-23"
"15132","Resort Hotel",0,142,2017,"August",32,12,4,6,2,0,0,"HB","PRT","Direct","Direct",1,1,13,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",184,1,4,"Check-Out","2017-08-22"
"15138","Resort Hotel",0,32,2017,"April",15,14,1,2,2,0,0,"Undefined","PRT","Direct","Direct",1,2,1,"C","C",0,"No Deposit","NULL","NULL",0,"Transient",204.33,0,1,"Check-Out","2017-04-17"
"15142","Resort Hotel",0,6,2016,"November",47,14,1,3,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","NULL",0,"Group",35,0,0,"Check-Out","2016-11-18"
"15143","Resort Hotel",0,4,2017,"March",12,20,1,3,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","62",0,"Transient",35,0,0,"Check-Out","2017-03-24"
"15144","Resort Hotel",0,0,2015,"December",51,18,0,1,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,1,"A","A",0,"No Deposit","127","NULL",0,"Transient",30.5,0,1,"Check-Out","2015-12-19"
"15145","Resort Hotel",0,0,2016,"March",12,15,0,1,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,2,"A","D",0,"No Deposit","240","NULL",0,"Transient",43,0,1,"Check-Out","2016-03-16"
"15146","Resort Hotel",0,2,2017,"March",11,13,1,0,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,3,"A","D",0,"No Deposit","240","NULL",0,"Transient",60,0,1,"Check-Out","2017-03-14"
"15147","Resort Hotel",0,8,2016,"February",6,4,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","82",0,"Transient",30,0,0,"Check-Out","2016-02-05"
"15148","Resort Hotel",0,11,2017,"May",21,24,0,1,2,1,0,"BB","IRL","Online TA","TA/TO",1,0,1,"A","D",0,"No Deposit","242","NULL",0,"Transient",94.16,1,2,"Check-Out","2017-05-25"
"15224","Resort Hotel",0,241,2017,"May",21,22,3,7,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",1,0,1,"D","D",1,"No Deposit","243","NULL",0,"Contract",71.2,0,3,"Check-Out","2017-06-01"
"15228","Resort Hotel",0,99,2016,"June",23,1,4,10,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",119.76,1,2,"Check-Out","2016-06-15"
"15229","Resort Hotel",0,178,2017,"June",23,9,4,11,2,0,0,"BB","PRT","Direct","Direct",1,0,2,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",134,1,3,"Check-Out","2017-06-24"
"15230","Resort Hotel",0,67,2016,"November",47,18,1,2,1,0,0,"HB","GBR","Groups","TA/TO",1,0,1,"A","F",1,"No Deposit","411","NULL",0,"Group",45,0,0,"Check-Out","2016-11-21"
"15232","Resort Hotel",0,48,2016,"October",44,29,2,5,1,0,0,"BB","IRL","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","240","NULL",0,"Transient-Party",42.14,0,1,"Check-Out","2016-11-05"
"15233","Resort Hotel",0,321,2017,"June",25,22,4,10,2,0,0,"BB","GBR","Offline TA/TO","TA/TO",1,0,1,"D","D",0,"No Deposit","243","NULL",0,"Group",84.8,0,1,"Check-Out","2017-07-06"
"15234","Resort Hotel",0,0,2015,"November",46,12,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","F",0,"No Deposit","47","NULL",0,"Transient",35,0,0,"Check-Out","2015-11-13"
"15235","Resort Hotel",0,0,2016,"March",10,1,0,3,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","D",2,"No Deposit","47","NULL",0,"Transient",30,0,0,"Check-Out","2016-03-04"
"15236","Resort Hotel",0,0,2016,"March",12,14,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",4,"No Deposit","47","NULL",0,"Transient",30,0,0,"Check-Out","2016-03-17"
"15237","Resort Hotel",0,0,2016,"April",15,4,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","D",0,"No Deposit","47","NULL",0,"Transient",42,0,0,"Check-Out","2016-04-06"
"15238","Resort Hotel",0,0,2016,"April",18,27,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,5,"A","C",0,"No Deposit","47","NULL",0,"Transient",42,0,0,"Check-Out","2016-04-29"
"15239","Resort Hotel",0,0,2016,"May",23,30,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,6,"A","A",0,"No Deposit","47","NULL",0,"Transient",57,0,0,"Check-Out","2016-06-01"
"15240","Resort Hotel",0,1,2016,"October",44,25,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,7,"A","A",0,"No Deposit","47","NULL",0,"Transient-Party",42,0,0,"Check-Out","2016-10-26"
"15241","Resort Hotel",0,0,2017,"January",2,10,0,3,1,0,0,"BB","PRT","Corporate","Corporate",1,0,8,"A","D",0,"No Deposit","NULL","47",0,"Transient",35,0,0,"Check-Out","2017-01-13"
"15242","Resort Hotel",0,0,2017,"March",13,29,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,9,"A","D",0,"No Deposit","NULL","47",0,"Transient",35,1,0,"Check-Out","2017-03-30"
"15243","Resort Hotel",0,0,2017,"April",17,26,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,10,"A","G",0,"No Deposit","NULL","47",0,"Transient",48.5,1,0,"Check-Out","2017-04-27"
"15244","Resort Hotel",0,1,2017,"May",20,16,0,3,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","C",0,"No Deposit","NULL","NULL",0,"Transient",90.25,0,2,"Check-Out","2017-05-19"
"15254","Resort Hotel",0,0,2015,"November",48,24,0,1,1,0,0,"BB","PRT","Direct","Direct",1,0,1,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",44,1,0,"Check-Out","2015-11-25"
"15255","Resort Hotel",0,4,2016,"February",8,20,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,2,"E","F",1,"No Deposit","NULL","NULL",0,"Transient",71,1,0,"Check-Out","2016-02-21"
"15257","Resort Hotel",0,6,2015,"December",53,28,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","270",0,"Transient",35,0,0,"Check-Out","2015-12-29"
"15258","Resort Hotel",0,1,2016,"January",4,21,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","D",0,"No Deposit","NULL","270",0,"Transient",30,0,0,"Check-Out","2016-01-22"
"15259","Resort Hotel",0,0,2016,"February",9,24,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","D",0,"No Deposit","NULL","270",0,"Transient",30,0,0,"Check-Out","2016-02-25"
"15260","Resort Hotel",0,1,2016,"May",20,11,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","A",1,"No Deposit","NULL","270",0,"Transient",42,0,0,"Check-Out","2016-05-12"
"15261","Resort Hotel",0,0,2017,"May",22,29,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","154",0,"Transient",45,0,0,"Check-Out","2017-05-30"
"15262","Resort Hotel",0,8,2015,"October",41,7,1,4,1,0,0,"SC","PRT","Complementary","Corporate",1,0,2,"A","I",2,"No Deposit","281","NULL",0,"Contract",2.4,1,2,"Check-Out","2015-10-12"
"15263","Resort Hotel",0,20,2015,"October",43,19,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","G",1,"No Deposit","NULL","281",0,"Transient",42,1,3,"Check-Out","2015-10-21"
"15264","Resort Hotel",0,24,2015,"October",44,26,9,21,1,0,0,"SC","PRT","Complementary","Corporate",1,0,4,"E","I",5,"No Deposit","185","281",0,"Transient-Party",0,0,2,"Check-Out","2015-11-25"
"15265","Resort Hotel",1,22,2016,"May",22,26,0,3,2,0,0,"BB","PRT","Corporate","Corporate",1,1,5,"A","A",0,"No Deposit","NULL","281",0,"Transient",59,0,1,"Canceled","2016-05-11"
"15266","Resort Hotel",0,1,2016,"November",46,9,0,1,1,0,0,"BB","PRT","Complementary","Corporate",1,1,5,"A","E",0,"No Deposit","NULL","281",0,"Transient",0,1,3,"Check-Out","2016-11-10"
"15267","Resort Hotel",0,26,2017,"April",14,3,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,1,6,"E","F",1,"No Deposit","NULL","281",0,"Transient-Party",7,1,3,"Check-Out","2017-04-06"
"15268","Resort Hotel",0,2,2017,"August",31,3,0,2,2,0,0,"BB","PRT","Corporate","Corporate",1,1,7,"D","D",0,"No Deposit","NULL","281",0,"Transient",0,1,2,"Check-Out","2017-08-05"
"15271","Resort Hotel",0,8,2015,"July",29,14,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","C",0,"No Deposit","NULL","42",0,"Transient",134,0,0,"Check-Out","2015-07-15"
"15272","Resort Hotel",0,4,2016,"July",30,19,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","42",0,"Transient",126,0,0,"Check-Out","2016-07-20"
"15273","Resort Hotel",0,4,2017,"February",8,21,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","D",0,"No Deposit","NULL","42",0,"Transient",35,0,1,"Check-Out","2017-02-22"
"15274","Resort Hotel",0,6,2015,"November",47,17,0,1,1,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","A",1,"No Deposit","NULL","338",0,"Transient",44,1,0,"Check-Out","2015-11-18"
"15275","Resort Hotel",0,4,2016,"January",3,11,1,1,1,0,0,"BB","PRT","Direct","Direct",1,0,2,"A","A",1,"No Deposit","NULL","338",0,"Transient",44,1,0,"Check-Out","2016-01-13"
"15276","Resort Hotel",0,6,2016,"March",11,8,0,2,1,0,0,"BB","PRT","Direct","Direct",1,0,3,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",40,1,0,"Check-Out","2016-03-10"
"15277","Resort Hotel",0,7,2016,"April",18,26,0,2,1,0,0,"BB","PRT","Direct","Direct",1,0,4,"A","A",0,"No Deposit","NULL","338",0,"Transient",56.4,1,0,"Check-Out","2016-04-28"
"15278","Resort Hotel",0,19,2016,"July",30,19,0,2,1,0,0,"BB","PRT","Direct","Direct",1,0,5,"A","A",0,"No Deposit","NULL","338",0,"Transient",101,1,0,"Check-Out","2016-07-21"
"15279","Resort Hotel",0,8,2016,"September",39,20,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,6,"A","A",0,"No Deposit","NULL","338",0,"Transient",68,1,0,"Check-Out","2016-09-22"
"15280","Resort Hotel",0,29,2016,"November",47,15,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,7,"A","A",0,"No Deposit","NULL","338",0,"Transient",48,1,0,"Check-Out","2016-11-17"
"15281","Resort Hotel",0,7,2016,"December",51,13,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,8,"A","D",0,"No Deposit","NULL","338",0,"Transient",42,1,0,"Check-Out","2016-12-14"
"15282","Resort Hotel",0,13,2017,"January",4,24,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,9,"A","D",0,"No Deposit","NULL","338",0,"Transient",38,1,0,"Check-Out","2017-01-26"
"15283","Resort Hotel",0,29,2017,"March",10,7,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,10,"A","A",0,"No Deposit","NULL","338",0,"Transient",38.5,1,0,"Check-Out","2017-03-09"
"15284","Resort Hotel",0,8,2017,"April",16,18,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,11,"A","A",0,"No Deposit","NULL","338",0,"Transient",48.5,1,0,"Check-Out","2017-04-20"
"15285","Resort Hotel",0,22,2017,"May",22,30,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,12,"A","D",1,"No Deposit","NULL","338",0,"Transient",78.5,1,0,"Check-Out","2017-06-01"
"15286","Resort Hotel",0,30,2017,"March",10,8,0,1,1,0,0,"BB","PRT","Corporate","Direct",1,0,1,"A","A",0,"No Deposit","NULL","338",0,"Transient",38.5,1,0,"Check-Out","2017-03-09"
"15288","Resort Hotel",0,2,2016,"February",6,4,2,3,1,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","D",1,"No Deposit","NULL","NULL",0,"Transient-Party",43.8,1,0,"Check-Out","2016-02-09"
"15289","Resort Hotel",0,0,2017,"January",1,6,1,2,2,0,0,"BB","PRT","Direct","Direct",1,0,2,"A","A",0,"No Deposit","NULL","NULL",0,"Transient-Party",51,1,1,"Check-Out","2017-01-09"
"15290","Resort Hotel",0,0,2017,"January",3,21,2,1,1,1,0,"BB","PRT","Direct","Direct",1,0,3,"A","A",3,"No Deposit","NULL","NULL",0,"Transient-Party",45,1,2,"Check-Out","2017-01-24"
"15291","Resort Hotel",0,0,2017,"January",3,21,2,1,2,0,0,"BB","PRT","Direct","Direct",1,0,3,"A","A",2,"No Deposit","NULL","NULL",0,"Transient-Party",49.67,0,2,"Check-Out","2017-01-24"
"15292","Resort Hotel",0,0,2017,"January",4,28,0,1,2,0,0,"BB","PRT","Direct","Direct",1,0,5,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",53,1,1,"Check-Out","2017-01-29"
"15293","Resort Hotel",0,1,2017,"February",9,26,2,0,2,0,0,"BB","PRT","Direct","Direct",1,0,6,"A","D",3,"No Deposit","NULL","NULL",0,"Transient",63.5,1,2,"Check-Out","2017-02-28"
"15294","Resort Hotel",0,325,2017,"June",25,24,2,5,2,0,0,"BB","IRL","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","147","NULL",0,"Transient",73.92,0,3,"Check-Out","2017-07-01"
"15295","Resort Hotel",0,131,2017,"June",23,6,0,5,2,0,0,"HB","PRT","Online TA","TA/TO",1,0,1,"D","D",0,"No Deposit","242","NULL",0,"Transient",171,1,2,"Check-Out","2017-06-11"
"15296","Resort Hotel",0,112,2015,"December",53,30,0,3,2,0,0,"Undefined","PRT","Groups","Direct",1,0,1,"G","G",0,"No Deposit","NULL","NULL",0,"Transient-Party",0,0,0,"Check-Out","2016-01-02"
"15297","Resort Hotel",0,31,2016,"December",53,30,0,2,2,0,0,"HB","PRT","Complementary","Direct",1,0,2,"E","E",3,"No Deposit","NULL","NULL",0,"Transient-Party",0,0,3,"Check-Out","2017-01-01"
"15302","Resort Hotel",0,7,2016,"July",28,5,0,2,3,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"E","E",1,"No Deposit","240","NULL",0,"Transient",236,1,2,"Check-Out","2016-07-07"
"15360","Resort Hotel",0,2,2016,"April",17,20,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","154",0,"Transient",39,0,0,"Check-Out","2016-04-21"
"15361","Resort Hotel",0,1,2016,"December",50,6,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","D",0,"No Deposit","NULL","154",0,"Transient",27,0,0,"Check-Out","2016-12-07"
"15363","Resort Hotel",0,2,2016,"July",29,15,0,2,2,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","A",0,"No Deposit","NULL","135",0,"Transient",138,0,0,"Check-Out","2016-07-17"
"15364","Resort Hotel",0,1,2017,"March",11,15,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","D",0,"No Deposit","NULL","135",0,"Transient",35,1,1,"Check-Out","2017-03-16"
"15365","Resort Hotel",0,0,2017,"March",12,20,1,0,1,0,0,"BB","PRT","Direct","Corporate",1,0,3,"C","C",0,"No Deposit","NULL","135",0,"Transient",42,1,1,"Check-Out","2017-03-21"
"15366","Resort Hotel",0,3,2017,"June",23,5,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","D",0,"No Deposit","NULL","135",0,"Transient",75,0,1,"Check-Out","2017-06-07"
"15400","Resort Hotel",0,94,2016,"July",27,2,4,7,3,0,0,"FB","PRT","Direct","TA/TO",1,0,1,"F","F",0,"No Deposit","NULL","NULL",0,"Transient",317,1,1,"Check-Out","2016-07-13"
"15401","Resort Hotel",0,109,2017,"June",24,16,4,7,3,0,0,"FB","PRT","Direct","Direct",1,0,2,"F","F",0,"No Deposit","NULL","NULL",0,"Transient",318.82,1,2,"Check-Out","2017-06-27"
"15404","Resort Hotel",0,8,2015,"September",37,9,0,1,3,0,0,"BB","PRT","Direct","Direct",1,0,1,"G","G",0,"No Deposit","NULL","NULL",0,"Transient",153,1,2,"Check-Out","2015-09-10"
"15447","Resort Hotel",0,0,2015,"July",29,17,0,1,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,0,"A","A",2,"No Deposit","240","NULL",0,"Group",112.5,0,0,"Check-Out","2015-07-18"
"15466","Resort Hotel",0,0,2017,"January",5,30,1,0,1,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"A","D",0,"No Deposit","NULL","NULL",0,"Transient",52,0,0,"Check-Out","2017-01-31"
"15538","Resort Hotel",0,3,2016,"January",4,18,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","9",0,"Transient",30,0,0,"Check-Out","2016-01-19"
"15539","Resort Hotel",0,0,2016,"June",26,21,0,1,1,0,0,"BB","PRT","Direct","Corporate",1,0,2,"A","A",1,"No Deposit","NULL","9",0,"Transient",65,0,0,"Check-Out","2016-06-22"
"15600","Resort Hotel",0,130,2017,"July",29,18,1,5,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","A",2,"No Deposit","250","NULL",0,"Transient",156.5,1,0,"Check-Out","2017-07-24"
"15777","Resort Hotel",0,222,2017,"July",29,22,2,5,2,0,1,"HB","PRT","Direct","Direct",1,0,1,"E","E",1,"No Deposit","NULL","NULL",0,"Transient",185.5,0,2,"Check-Out","2017-07-29"
"15798","Resort Hotel",0,1,2015,"August",32,3,0,0,2,1,0,"BB","PRT","Online TA","TA/TO",1,0,0,"A","I",1,"No Deposit","240","NULL",0,"Group",0,0,1,"Check-Out","2015-08-03"
"15863","Resort Hotel",0,264,2017,"August",32,7,1,5,2,0,0,"BB","ITA","Online TA","TA/TO",1,0,1,"E","E",1,"No Deposit","240","NULL",0,"Transient",204,1,2,"Check-Out","2017-08-13"
"15873","Resort Hotel",0,1,2016,"January",3,12,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","103",0,"Transient",30,0,0,"Check-Out","2016-01-13"
"15874","Resort Hotel",0,5,2016,"September",39,19,1,0,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","C",0,"No Deposit","NULL","103",0,"Transient",65,0,0,"Check-Out","2016-09-20"
"15875","Resort Hotel",0,12,2017,"January",1,2,1,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","A",2,"No Deposit","NULL","103",0,"Transient",35,0,0,"Check-Out","2017-01-04"
"15876","Resort Hotel",0,6,2017,"February",8,22,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","E",1,"No Deposit","NULL","103",0,"Transient",35,0,0,"Check-Out","2017-02-23"
"15877","Resort Hotel",0,6,2017,"May",20,16,0,1,1,0,0,"BB","PRT","Corporate","Corporate",1,0,5,"A","E",0,"No Deposit","NULL","103",0,"Transient",45,0,0,"Check-Out","2017-05-17"
"15953","Resort Hotel",0,0,2015,"August",34,20,0,0,2,0,0,"BB","PRT","Offline TA/TO","TA/TO",1,0,1,"D","A",0,"No Deposit","196","NULL",0,"Transient",0,0,0,"Check-Out","2015-08-20"
"15968","Resort Hotel",1,92,2015,"December",53,30,0,3,2,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"E","E",0,"No Deposit","240","NULL",0,"Transient",98.1,0,2,"No-Show","2015-12-30"
"15972","Resort Hotel",0,0,2015,"August",33,10,1,2,2,0,0,"BB","ESP","Online TA","TA/TO",1,0,1,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",0,0,0,"Check-Out","2015-08-13"
"15996","Resort Hotel",1,4,2015,"August",33,14,0,1,4,0,0,"BB","PRT","Direct","Direct",1,1,0,"G","G",1,"No Deposit","NULL","NULL",0,"Transient",16,0,0,"Canceled","2015-08-10"
"16009","Resort Hotel",0,227,2017,"May",18,5,1,2,2,0,0,"BB","GBR","Online TA","TA/TO",1,0,1,"A","A",0,"No Deposit","240","NULL",0,"Transient",56,0,3,"Check-Out","2017-05-08"
"16034","Resort Hotel",0,158,2016,"August",32,6,2,4,2,0,0,"HB","PRT","Direct","Direct",1,0,1,"E","E",0,"No Deposit","NULL","NULL",0,"Transient",204,1,0,"Check-Out","2016-08-12"
"16132","Resort Hotel",0,98,2017,"July",28,15,2,3,3,0,0,"BB","PRT","Online TA","TA/TO",1,0,1,"D","D",0,"No Deposit","5","NULL",0,"Transient",203.24,0,3,"Check-Out","2017-07-20"
"16208","Resort Hotel",0,151,2017,"August",32,6,2,5,2,0,0,"HB","PRT","Direct","TA/TO",1,0,1,"D","D",1,"No Deposit","250","NULL",0,"Transient",236.93,0,2,"Check-Out","2017-08-13"
"16238","Resort Hotel",0,49,2016,"August",36,29,2,5,2,0,0,"HB","USA","Direct","Direct",1,0,1,"D","D",1,"No Deposit","250","NULL",0,"Transient",218.6,1,0,"Check-Out","2016-09-05"
"16266","Resort Hotel",0,210,2016,"August",33,11,2,4,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"A","A",0,"No Deposit","250","NULL",0,"Transient",119,0,0,"Check-Out","2016-08-17"
"16367","Resort Hotel",1,0,2015,"August",35,26,0,1,2,1,0,"BB","PRT","Direct","Direct",1,0,0,"C","C",0,"No Deposit","NULL","NULL",0,"Transient",183,0,0,"Canceled","2015-08-26"
"16374","Resort Hotel",0,41,2015,"October",43,18,4,6,2,1,0,"BB","FRA","Direct","Direct",1,0,1,"C","H",0,"No Deposit","NULL","NULL",0,"Transient-Party",66,0,1,"Check-Out","2015-10-28"
"16376","Resort Hotel",0,0,2015,"August",35,27,0,0,3,0,0,"HB","PRT","Offline TA/TO","TA/TO",1,0,0,"A","I",0,"No Deposit","181","NULL",0,"Transient",0,0,0,"Check-Out","2015-08-27"
"16386","Resort Hotel",0,8,2016,"February",6,3,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,1,"A","D",0,"No Deposit","NULL","154",0,"Transient",27,0,0,"Check-Out","2016-02-05"
"16387","Resort Hotel",0,1,2016,"March",10,1,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,2,"A","A",0,"No Deposit","NULL","154",0,"Transient",27,0,0,"Check-Out","2016-03-03"
"16388","Resort Hotel",0,3,2016,"April",15,4,1,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,3,"A","D",1,"No Deposit","NULL","154",0,"Transient",39,0,0,"Check-Out","2016-04-07"
"16389","Resort Hotel",0,6,2016,"May",23,29,2,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,4,"A","A",0,"No Deposit","NULL","154",0,"Transient",58,0,0,"Check-Out","2016-06-02"
"16390","Resort Hotel",0,7,2016,"November",48,21,1,3,1,0,0,"BB","PRT","Corporate","Corporate",1,0,5,"A","A",0,"No Deposit","154","NULL",0,"Transient",27,0,0,"Check-Out","2016-11-25"
"16391","Resort Hotel",0,8,2017,"April",17,26,0,2,1,0,0,"BB","PRT","Corporate","Corporate",1,0,6,"A","C",0,"No Deposit","154","NULL",0,"Transient",45,0,0,"Check-Out","2017-04-28"
"16419","Resort Hotel",0,258,2017,"July",26,1,2,6,2,0,0,"HB","PRT","Online TA","TA/TO",1,0,1,"A","A",2,"No Deposit","240","NULL",0,"Transient",131.55,1,2,"Check-Out","2017-07-09"
"16518","Resort Hotel",0,0,2016,"October",45,30,1,0,2,0,0,"BB","PRT","Direct","TA/TO",1,0,0,"A","A",0,"No Deposit","NULL","NULL",0,"Transient",70,0,3,"Check-Out","2016-10-31"
"16519","Resort Hotel",0,0,2016,"October",45,31,1,0,2,0,0,"BB","PRT","Direct","Direct",1,0,0,"D","D",0,"No Deposit","NULL","NULL",0,"Transient",78,0,0,"Check-Out","2016-11-01"
"16528","Resort Hotel",0,32,2017,"April",15,14,1,2,2,0,0,"BB","PRT","Direct","Direct",1,0,1,"D","D",0,"No Deposit","250","NULL",0,"Transient-Party",104.5,1,2,"Check-Out","2017-04-17"
